'adele/02 Rumour Has It.mp3',bouncy,popular,2010s,polished,breakup
'civilwars/01 If I Didn_t Know Better.mp3',slow,country,tv,unpolished
'rilokiley/13 More Adventurous.m4a',sappy,polished,love

